tbl,Year,quarter,citymarketid_1,citymarketid_2,city1,city2,airportid_1,airportid_2,airport_1,airport_2,nsmiles,passengers,fare,carrier_lg,large_ms,fare_lg,carrier_low,lf_ms,fare_low,Geocoded_City1,Geocoded_City2
Table1a,2021.0,3.0,31703.0,30466.0,New York City," NY (Metropolitan Area)""""",Phoenix," AZ""""",12953.0,14107.0,LGA,PHX,2189.0,104.0,289.25,WN,0.3704,258.93,WN,0.3704,258.93202131295314107LGAPHX
Table1a,2021.0,3.0,31703.0,30466.0,New York City," NY (Metropolitan Area)""""",Phoenix," AZ""""",15070.0,14107.0,SWF,PHX,2189.0,1.0,299.25,AA,1.0,299.25,AA,1.0,299.25202131507014107SWFPHX
Table1a,2021.0,3.0,31703.0,30559.0,New York City," NY (Metropolitan Area)""""",Seattle," WA""""",11618.0,14747.0,EWR,SEA,2448.0,1304.0,253.05,UA,0.5221,254.77,AS,0.3688,252.06202131161814747EWRSEA
Table1a,2021.0,3.0,31703.0,30559.0,New York City," NY (Metropolitan Area)""""",Seattle," WA""""",12197.0,14747.0,HPN,SEA,2448.0,9.0,346.0,DL,0.4177,395.12,AA,0.2405,247.94202131219714747HPNSEA
Table1a,2021.0,3.0,31703.0,30559.0,New York City," NY (Metropolitan Area)""""",Seattle," WA""""",12391.0,14747.0,ISP,SEA,2448.0,3.0,296.58,AA,0.68,329.0,WN,0.32,227.69202131239114747ISPSEA
Table1a,2021.0,3.0,31703.0,30559.0,New York City," NY (Metropolitan Area)""""",Seattle," WA""""",12478.0,14747.0,JFK,SEA,2448.0,1382.0,298.27,DL,0.4597,319.52,AS,0.3049,268.74202131247814747JFKSEA
Table1a,2021.0,3.0,31703.0,30559.0,New York City," NY (Metropolitan Area)""""",Seattle," WA""""",12953.0,14747.0,LGA,SEA,2448.0,46.0,313.9,DL,0.3059,424.89,UA,0.1812,246.05202131295314747LGASEA
Table1a,2021.0,3.0,31703.0,30559.0,New York City," NY (Metropolitan Area)""""",Seattle," WA""""",15070.0,14747.0,SWF,SEA,2448.0,1.0,371.32,AA,0.8333,389.74,AA,0.8333,389.74202131507014747SWFSEA
Table1a,2021.0,3.0,31703.0,30852.0,New York City," NY (Metropolitan Area)""""",Washington," DC (Metropolitan Area)""""",11618.0,11278.0,EWR,DCA,249.0,49.0,235.61,UA,0.9956,234.49,UA,0.9956,234.49202131161811278EWRDCA
Table1a,2021.0,3.0,31703.0,30852.0,New York City," NY (Metropolitan Area)""""",Washington," DC (Metropolitan Area)""""",11618.0,12264.0,EWR,IAD,249.0,73.0,232.83,UA,0.9614,234.35,UA,0.9614,234.35202131161812264EWRIAD
Table1a,2021.0,3.0,31703.0,30852.0,New York City," NY (Metropolitan Area)""""",Washington," DC (Metropolitan Area)""""",12197.0,11278.0,HPN,DCA,249.0,51.0,242.28,AA,0.9873,242.0,AA,0.9873,242.00202131219711278HPNDCA
Table1a,2021.0,3.0,31703.0,30852.0,New York City," NY (Metropolitan Area)""""",Washington," DC (Metropolitan Area)""""",12391.0,10821.0,ISP,BWI,249.0,123.0,179.35,WN,1.0,179.35,WN,1.0,179.35202131239110821ISPBWI
Table1a,2021.0,3.0,31703.0,30852.0,New York City," NY (Metropolitan Area)""""",Washington," DC (Metropolitan Area)""""",12391.0,11278.0,ISP,DCA,249.0,1.0,194.0,AA,1.0,194.0,AA,1.0,194.00202131239111278ISPDCA
Table1a,2021.0,3.0,31703.0,30852.0,New York City," NY (Metropolitan Area)""""",Washington," DC (Metropolitan Area)""""",12478.0,11278.0,JFK,DCA,249.0,171.0,181.12,DL,0.5489,197.44,AA,0.3915,161.73202131247811278JFKDCA
Table1a,2021.0,3.0,31703.0,30852.0,New York City," NY (Metropolitan Area)""""",Washington," DC (Metropolitan Area)""""",12478.0,12264.0,JFK,IAD,249.0,47.0,210.79,DL,0.9862,210.49,DL,0.9862,210.49202131247812264JFKIAD
Table1a,2021.0,3.0,31703.0,30852.0,New York City," NY (Metropolitan Area)""""",Washington," DC (Metropolitan Area)""""",12953.0,11278.0,LGA,DCA,249.0,550.0,168.19,AA,0.5304,161.44,AA,0.5304,161.44202131295311278LGADCA
Table1a,2021.0,3.0,31703.0,30852.0,New York City," NY (Metropolitan Area)""""",Washington," DC (Metropolitan Area)""""",12953.0,12264.0,LGA,IAD,249.0,85.0,192.35,UA,0.9745,192.84,UA,0.9745,192.84202131295312264LGAIAD
Table1a,2021.0,3.0,31703.0,30852.0,New York City," NY (Metropolitan Area)""""",Washington," DC (Metropolitan Area)""""",15070.0,11278.0,SWF,DCA,249.0,0.0,363.67,AA,1.0,363.67,AA,1.0,363.67202131507011278SWFDCA
Table1a,2021.0,3.0,31703.0,31123.0,New York City," NY (Metropolitan Area)""""",St. Louis," MO""""",11618.0,15016.0,EWR,STL,929.0,183.0,276.49,UA,0.7321,284.07,AA,0.1351,242.48202131161815016EWRSTL
Table1a,2021.0,3.0,31703.0,31123.0,New York City," NY (Metropolitan Area)""""",St. Louis," MO""""",12197.0,15016.0,HPN,STL,929.0,6.0,248.02,AA,0.569,230.21,AA,0.569,230.21202131219715016HPNSTL
Table1a,2021.0,3.0,31703.0,31123.0,New York City," NY (Metropolitan Area)""""",St. Louis," MO""""",12391.0,15016.0,ISP,STL,929.0,14.0,213.98,WN,0.8485,210.3,WN,0.8485,210.30202131239115016ISPSTL
Table1a,2021.0,3.0,31703.0,31123.0,New York City," NY (Metropolitan Area)""""",St. Louis," MO""""",12478.0,15016.0,JFK,STL,929.0,14.0,260.03,AA,0.5076,232.87,AA,0.5076,232.87202131247815016JFKSTL
Table1a,2021.0,3.0,31703.0,31123.0,New York City," NY (Metropolitan Area)""""",St. Louis," MO""""",12953.0,15016.0,LGA,STL,929.0,702.0,211.97,DL,0.4637,231.13,WN,0.3479,194.71202131295315016LGASTL
Table1a,2021.0,3.0,31703.0,31123.0,New York City," NY (Metropolitan Area)""""",St. Louis," MO""""",15070.0,15016.0,SWF,STL,929.0,1.0,332.8,AA,1.0,332.8,AA,1.0,332.80202131507015016SWFSTL
Table1a,2021.0,3.0,31703.0,31454.0,New York City," NY (Metropolitan Area)""""",Orlando," FL""""",11618.0,13204.0,EWR,MCO,989.0,4326.0,146.18,UA,0.4634,166.55,NK,0.1574,87.53202131161813204EWRMCO
Table1a,2021.0,3.0,31703.0,31454.0,New York City," NY (Metropolitan Area)""""",Orlando," FL""""",12197.0,13204.0,HPN,MCO,989.0,387.0,195.61,B6,0.9508,196.03,AA,0.0272,190.19202131219713204HPNMCO
Table1a,2021.0,3.0,31703.0,31454.0,New York City," NY (Metropolitan Area)""""",Orlando," FL""""",12391.0,13204.0,ISP,MCO,989.0,668.0,132.98,F9,0.5208,86.36,F9,0.5208,86.36202131239113204ISPMCO
Table1a,2021.0,3.0,31703.0,31454.0,New York City," NY (Metropolitan Area)""""",Orlando," FL""""",12478.0,13204.0,JFK,MCO,989.0,2858.0,165.4,B6,0.5417,164.61,B6,0.5417,164.61202131247813204JFKMCO
Table1a,2021.0,3.0,31703.0,31454.0,New York City," NY (Metropolitan Area)""""",Orlando," FL""""",12953.0,13204.0,LGA,MCO,989.0,2637.0,152.54,DL,0.461,166.57,AA,0.1214,151.06202131295313204LGAMCO
Table1a,2021.0,3.0,31703.0,31454.0,New York City," NY (Metropolitan Area)""""",Orlando," FL""""",15070.0,13204.0,SWF,MCO,989.0,2.0,243.95,AA,1.0,243.95,AA,1.0,243.95202131507013204SWFMCO
Table1a,2021.0,3.0,31703.0,32323.0,New York City," NY (Metropolitan Area)""""",Wilmington," NC""""",11618.0,12323.0,EWR,ILM,540.0,37.0,196.94,AA,0.6548,198.17,UA,0.2708,192.90202131161812323EWRILM
Table1a,2021.0,3.0,31703.0,32323.0,New York City," NY (Metropolitan Area)""""",Wilmington," NC""""",12197.0,12323.0,HPN,ILM,540.0,8.0,224.94,AA,0.8056,224.83,AA,0.8056,224.83202131219712323HPNILM
Table1a,2021.0,3.0,31703.0,32323.0,New York City," NY (Metropolitan Area)""""",Wilmington," NC""""",12391.0,12323.0,ISP,ILM,540.0,5.0,219.15,AA,0.9787,220.71,AA,0.9787,220.71202131239112323ISPILM
Table1a,2021.0,3.0,31703.0,32323.0,New York City," NY (Metropolitan Area)""""",Wilmington," NC""""",12478.0,12323.0,JFK,ILM,540.0,10.0,204.54,AA,0.9205,208.1,DL,0.0227,154.50202131247812323JFKILM
Table1a,2021.0,3.0,31703.0,32323.0,New York City," NY (Metropolitan Area)""""",Wilmington," NC""""",12953.0,12323.0,LGA,ILM,540.0,202.0,189.13,AA,0.6489,192.58,DL,0.3047,184.69202131295312323LGAILM
Table1a,2021.0,3.0,31703.0,32323.0,New York City," NY (Metropolitan Area)""""",Wilmington," NC""""",15070.0,12323.0,SWF,ILM,540.0,1.0,240.56,AA,1.0,240.56,AA,1.0,240.56202131507012323SWFILM
Table1a,2021.0,3.0,31703.0,32457.0,New York City," NY (Metropolitan Area)""""",San Francisco," CA (Metropolitan Area)""""",11618.0,13796.0,EWR,OAK,2619.0,19.0,260.17,NK,0.5322,137.07,NK,0.5322,137.07202131161813796EWROAK
Table1a,2021.0,3.0,31703.0,32457.0,New York City," NY (Metropolitan Area)""""",San Francisco," CA (Metropolitan Area)""""",11618.0,14771.0,EWR,SFO,2619.0,2295.0,372.11,UA,0.7012,385.6,B6,0.1703,365.49202131161814771EWRSFO
Table1a,2021.0,3.0,31703.0,32457.0,New York City," NY (Metropolitan Area)""""",San Francisco," CA (Metropolitan Area)""""",11618.0,14831.0,EWR,SJC,2619.0,37.0,374.79,DL,0.2815,365.5,AS,0.132,329.10202131161814831EWRSJC
Table1a,2021.0,3.0,31703.0,32457.0,New York City," NY (Metropolitan Area)""""",San Francisco," CA (Metropolitan Area)""""",12197.0,14771.0,HPN,SFO,2619.0,12.0,357.33,AA,0.3981,267.04,AA,0.3981,267.04202131219714771HPNSFO
Table1a,2021.0,3.0,31703.0,32457.0,New York City," NY (Metropolitan Area)""""",San Francisco," CA (Metropolitan Area)""""",12197.0,14831.0,HPN,SJC,2619.0,0.0,203.75,DL,1.0,203.75,DL,1.0,203.75202131219714831HPNSJC
Table1a,2021.0,3.0,31703.0,32457.0,New York City," NY (Metropolitan Area)""""",San Francisco," CA (Metropolitan Area)""""",12391.0,13796.0,ISP,OAK,2619.0,2.0,316.55,WN,1.0,316.55,WN,1.0,316.55202131239113796ISPOAK
Table1a,2021.0,3.0,31703.0,32457.0,New York City," NY (Metropolitan Area)""""",San Francisco," CA (Metropolitan Area)""""",12391.0,14771.0,ISP,SFO,2619.0,1.0,546.56,AA,1.0,546.56,AA,1.0,546.56202131239114771ISPSFO
Table1a,2021.0,3.0,31703.0,32457.0,New York City," NY (Metropolitan Area)""""",San Francisco," CA (Metropolitan Area)""""",12391.0,14831.0,ISP,SJC,2619.0,0.0,523.0,WN,1.0,523.0,WN,1.0,523.00202131239114831ISPSJC
Table1a,2021.0,3.0,31703.0,32457.0,New York City," NY (Metropolitan Area)""""",San Francisco," CA (Metropolitan Area)""""",12478.0,13796.0,JFK,OAK,2619.0,21.0,325.66,DL,0.7672,331.68,AS,0.164,293.74202131247813796JFKOAK
Table1a,2021.0,3.0,31703.0,32457.0,New York City," NY (Metropolitan Area)""""",San Francisco," CA (Metropolitan Area)""""",12478.0,14771.0,JFK,SFO,2619.0,3662.0,353.56,DL,0.3987,321.91,DL,0.3987,321.91202131247814771JFKSFO
Table1a,2021.0,3.0,31703.0,32457.0,New York City," NY (Metropolitan Area)""""",San Francisco," CA (Metropolitan Area)""""",12478.0,14831.0,JFK,SJC,2619.0,209.0,259.76,B6,0.7499,242.28,B6,0.7499,242.28202131247814831JFKSJC
Table1a,2021.0,3.0,31703.0,32457.0,New York City," NY (Metropolitan Area)""""",San Francisco," CA (Metropolitan Area)""""",12953.0,13796.0,LGA,OAK,2619.0,40.0,240.92,WN,0.9162,245.55,NK,0.0243,117.78202131295313796LGAOAK
Table1a,2021.0,3.0,31703.0,32457.0,New York City," NY (Metropolitan Area)""""",San Francisco," CA (Metropolitan Area)""""",12953.0,14771.0,LGA,SFO,2619.0,76.0,340.54,AA,0.3343,278.39,WN,0.1414,224.29202131295314771LGASFO
Table1a,2021.0,3.0,31703.0,32457.0,New York City," NY (Metropolitan Area)""""",San Francisco," CA (Metropolitan Area)""""",12953.0,14831.0,LGA,SJC,2619.0,45.0,274.76,WN,0.4662,268.25,AA,0.186,257.10202131295314831LGASJC
Table1a,2021.0,3.0,31703.0,32457.0,New York City," NY (Metropolitan Area)""""",San Francisco," CA (Metropolitan Area)""""",15070.0,14771.0,SWF,SFO,2619.0,1.0,310.77,AA,0.9231,315.09,AA,0.9231,315.09202131507014771SWFSFO
Table1a,2021.0,3.0,31703.0,33192.0,New York City," NY (Metropolitan Area)""""",Sacramento," CA""""",11618.0,14893.0,EWR,SMF,2553.0,280.0,293.16,UA,0.8036,292.89,NK,0.0186,132.07202131161814893EWRSMF
Table1a,2021.0,3.0,31703.0,33192.0,New York City," NY (Metropolitan Area)""""",Sacramento," CA""""",12197.0,14893.0,HPN,SMF,2553.0,4.0,382.5,DL,0.375,413.07,AA,0.275,285.82202131219714893HPNSMF
Table1a,2021.0,3.0,31703.0,33192.0,New York City," NY (Metropolitan Area)""""",Sacramento," CA""""",12391.0,14893.0,ISP,SMF,2553.0,2.0,314.18,WN,0.6875,286.55,WN,0.6875,286.55202131239114893ISPSMF
Table1a,2021.0,3.0,31703.0,33192.0,New York City," NY (Metropolitan Area)""""",Sacramento," CA""""",12478.0,14893.0,JFK,SMF,2553.0,235.0,281.93,B6,0.6103,269.85,B6,0.6103,269.85202131247814893JFKSMF
Table1a,2021.0,3.0,31703.0,33192.0,New York City," NY (Metropolitan Area)""""",Sacramento," CA""""",12953.0,14893.0,LGA,SMF,2553.0,92.0,322.51,WN,0.2615,272.35,WN,0.2615,272.35202131295314893LGASMF
Table1a,2021.0,3.0,31703.0,33195.0,New York City," NY (Metropolitan Area)""""",Tampa," FL (Metropolitan Area)""""",11618.0,15304.0,EWR,TPA,1055.0,1838.0,148.93,UA,0.6272,154.62,B6,0.2639,150.60202131161815304EWRTPA
Table1a,2021.0,3.0,31703.0,33195.0,New York City," NY (Metropolitan Area)""""",Tampa," FL (Metropolitan Area)""""",12197.0,15304.0,HPN,TPA,1055.0,157.0,194.72,B6,0.8747,194.24,B6,0.8747,194.24202131219715304HPNTPA
Table1a,2021.0,3.0,31703.0,33195.0,New York City," NY (Metropolitan Area)""""",Tampa," FL (Metropolitan Area)""""",12391.0,15304.0,ISP,TPA,1055.0,248.0,115.43,F9,0.6871,76.35,F9,0.6871,76.35202131239115304ISPTPA
Table1a,2021.0,3.0,31703.0,33195.0,New York City," NY (Metropolitan Area)""""",Tampa," FL (Metropolitan Area)""""",12478.0,15304.0,JFK,TPA,1055.0,971.0,164.97,DL,0.5857,164.51,B6,0.3744,164.43202131247815304JFKTPA
Table1a,2021.0,3.0,31703.0,33195.0,New York City," NY (Metropolitan Area)""""",Tampa," FL (Metropolitan Area)""""",12953.0,15304.0,LGA,TPA,1055.0,968.0,170.08,DL,0.5298,181.74,WN,0.1669,143.52202131295315304LGATPA
Table1a,2021.0,3.0,31703.0,33195.0,New York City," NY (Metropolitan Area)""""",Tampa," FL (Metropolitan Area)""""",15070.0,14112.0,SWF,PIE,1055.0,80.0,89.1,G4,1.0,89.1,G4,1.0,89.10202131507014112SWFPIE
Table1a,2021.0,3.0,31703.0,33195.0,New York City," NY (Metropolitan Area)""""",Tampa," FL (Metropolitan Area)""""",15070.0,15304.0,SWF,TPA,1055.0,1.0,303.32,AA,0.8889,308.61,AA,0.8889,308.61202131507015304SWFTPA
Table1a,2021.0,3.0,31703.0,33214.0,New York City," NY (Metropolitan Area)""""",San Antonio," TX""""",11618.0,14683.0,EWR,SAT,1624.0,175.0,326.72,UA,0.5047,321.49,AA,0.2987,318.39202131161814683EWRSAT
Table1a,2021.0,3.0,31703.0,33214.0,New York City," NY (Metropolitan Area)""""",San Antonio," TX""""",12197.0,14683.0,HPN,SAT,1624.0,8.0,334.14,DL,0.5694,366.32,AA,0.3194,293.70202131219714683HPNSAT
Table1a,2021.0,3.0,31703.0,33214.0,New York City," NY (Metropolitan Area)""""",San Antonio," TX""""",12391.0,14683.0,ISP,SAT,1624.0,14.0,275.6,WN,0.9535,276.24,F9,0.0233,146.00202131239114683ISPSAT
Table1a,2021.0,3.0,31703.0,33214.0,New York City," NY (Metropolitan Area)""""",San Antonio," TX""""",12478.0,14683.0,JFK,SAT,1624.0,133.0,302.85,AA,0.6898,283.78,AA,0.6898,283.78202131247814683JFKSAT
Table1a,2021.0,3.0,31703.0,33214.0,New York City," NY (Metropolitan Area)""""",San Antonio," TX""""",12953.0,14683.0,LGA,SAT,1624.0,209.0,305.07,AA,0.3967,284.35,WN,0.2613,251.73202131295314683LGASAT
Table1a,2021.0,3.0,31703.0,33214.0,New York City," NY (Metropolitan Area)""""",San Antonio," TX""""",15070.0,14683.0,SWF,SAT,1624.0,0.0,272.5,AA,1.0,272.5,AA,1.0,272.50202131507014683SWFSAT
Table1a,2021.0,3.0,31703.0,33316.0,New York City," NY (Metropolitan Area)""""",Omaha," NE""""",11618.0,13871.0,EWR,OMA,1188.0,84.0,266.35,DL,0.3964,261.5,AA,0.2733,244.81202131161813871EWROMA
Table1a,2021.0,3.0,31703.0,33316.0,New York City," NY (Metropolitan Area)""""",Omaha," NE""""",12197.0,13871.0,HPN,OMA,1188.0,6.0,262.13,DL,0.6,207.52,DL,0.6,207.52202131219713871HPNOMA
Table1a,2021.0,3.0,31703.0,33316.0,New York City," NY (Metropolitan Area)""""",Omaha," NE""""",12391.0,13871.0,ISP,OMA,1188.0,0.0,387.0,WN,0.6667,414.5,AA,0.3333,332.00202131239113871ISPOMA
Table1a,2021.0,3.0,31703.0,33316.0,New York City," NY (Metropolitan Area)""""",Omaha," NE""""",12478.0,13871.0,JFK,OMA,1188.0,12.0,322.03,DL,0.5676,328.86,AA,0.3784,327.84202131247813871JFKOMA
Table1a,2021.0,3.0,31703.0,33316.0,New York City," NY (Metropolitan Area)""""",Omaha," NE""""",12953.0,13871.0,LGA,OMA,1188.0,168.0,267.99,DL,0.7395,274.52,WN,0.1108,240.20202131295313871LGAOMA
Table1a,2021.0,3.0,31703.0,33570.0,New York City," NY (Metropolitan Area)""""",San Diego," CA""""",11618.0,14679.0,EWR,SAN,2481.0,1063.0,283.18,UA,0.622,291.66,AS,0.1631,248.85202131161814679EWRSAN
Table1a,2021.0,3.0,31703.0,33570.0,New York City," NY (Metropolitan Area)""""",San Diego," CA""""",12197.0,14679.0,HPN,SAN,2481.0,9.0,363.2,AA,0.5823,358.92,AA,0.5823,358.92202131219714679HPNSAN
Table1a,2021.0,3.0,31703.0,33570.0,New York City," NY (Metropolitan Area)""""",San Diego," CA""""",12391.0,14679.0,ISP,SAN,2481.0,11.0,284.6,WN,0.7245,270.91,WN,0.7245,270.91202131239114679ISPSAN
Table1a,2021.0,3.0,31703.0,33570.0,New York City," NY (Metropolitan Area)""""",San Diego," CA""""",12478.0,14679.0,JFK,SAN,2481.0,1221.0,303.48,DL,0.4676,303.16,AS,0.1242,233.60202131247814679JFKSAN
Table1a,2021.0,3.0,31703.0,33570.0,New York City," NY (Metropolitan Area)""""",San Diego," CA""""",12953.0,14679.0,LGA,SAN,2481.0,80.0,294.2,AA,0.3497,292.55,WN,0.3075,240.98202131295314679LGASAN
Table1a,2021.0,3.0,31703.0,33570.0,New York City," NY (Metropolitan Area)""""",San Diego," CA""""",15070.0,14679.0,SWF,SAN,2481.0,0.0,225.0,AA,1.0,225.0,AA,1.0,225.00202131507014679SWFSAN
Table1a,2021.0,3.0,31703.0,33667.0,New York City," NY (Metropolitan Area)""""",Norfolk," VA (Metropolitan Area)""""",11618.0,13931.0,EWR,ORF,337.0,127.0,179.16,UA,0.994,179.23,UA,0.994,179.23202131161813931EWRORF
Table1a,2021.0,3.0,31703.0,33667.0,New York City," NY (Metropolitan Area)""""",Norfolk," VA (Metropolitan Area)""""",12197.0,13931.0,HPN,ORF,337.0,3.0,258.52,AA,1.0,258.52,AA,1.0,258.52202131219713931HPNORF
Table1a,2021.0,3.0,31703.0,33667.0,New York City," NY (Metropolitan Area)""""",Norfolk," VA (Metropolitan Area)""""",12197.0,14098.0,HPN,PHF,337.0,0.0,147.5,AA,1.0,147.5,AA,1.0,147.50202131219714098HPNPHF
Table1a,2021.0,3.0,31703.0,33667.0,New York City," NY (Metropolitan Area)""""",Norfolk," VA (Metropolitan Area)""""",12391.0,13931.0,ISP,ORF,337.0,18.0,178.61,WN,0.8155,171.62,WN,0.8155,171.62202131239113931ISPORF
Table1a,2021.0,3.0,31703.0,33667.0,New York City," NY (Metropolitan Area)""""",Norfolk," VA (Metropolitan Area)""""",12478.0,13931.0,JFK,ORF,337.0,8.0,197.75,AA,0.9333,196.54,AA,0.9333,196.54202131247813931JFKORF
Table1a,2021.0,3.0,31703.0,33667.0,New York City," NY (Metropolitan Area)""""",Norfolk," VA (Metropolitan Area)""""",12478.0,14098.0,JFK,PHF,337.0,0.0,210.17,AA,1.0,210.17,AA,1.0,210.17202131247814098JFKPHF
Table1a,2021.0,3.0,31703.0,33667.0,New York City," NY (Metropolitan Area)""""",Norfolk," VA (Metropolitan Area)""""",12953.0,13931.0,LGA,ORF,337.0,310.0,171.93,DL,0.8081,178.86,AA,0.1674,137.30202131295313931LGAORF
Table1a,2021.0,3.0,31703.0,33667.0,New York City," NY (Metropolitan Area)""""",Norfolk," VA (Metropolitan Area)""""",12953.0,14098.0,LGA,PHF,337.0,1.0,250.58,AA,1.0,250.58,AA,1.0,250.58202131295314098LGAPHF
Table1a,2021.0,3.0,31703.0,33667.0,New York City," NY (Metropolitan Area)""""",Norfolk," VA (Metropolitan Area)""""",15070.0,13931.0,SWF,ORF,337.0,0.0,199.0,AA,1.0,199.0,AA,1.0,199.00202131507013931SWFORF
Table1a,2021.0,3.0,31703.0,33728.0,New York City," NY (Metropolitan Area)""""",Pensacola," FL""""",11618.0,14193.0,EWR,PNS,1063.0,42.0,250.15,DL,0.5325,258.27,AA,0.2571,233.93202131161814193EWRPNS
Table1a,2021.0,3.0,31703.0,33728.0,New York City," NY (Metropolitan Area)""""",Pensacola," FL""""",12197.0,14193.0,HPN,PNS,1063.0,7.0,224.06,DL,0.6029,207.0,DL,0.6029,207.00202131219714193HPNPNS
Table1a,2021.0,3.0,31703.0,33728.0,New York City," NY (Metropolitan Area)""""",Pensacola," FL""""",12391.0,14193.0,ISP,PNS,1063.0,5.0,209.55,WN,0.9574,212.78,AA,0.0426,137.00202131239114193ISPPNS
Table1a,2021.0,3.0,31703.0,33728.0,New York City," NY (Metropolitan Area)""""",Pensacola," FL""""",12478.0,14193.0,JFK,PNS,1063.0,16.0,226.09,AA,0.5448,198.33,AA,0.5448,198.33202131247814193JFKPNS
Table1a,2021.0,3.0,31703.0,33728.0,New York City," NY (Metropolitan Area)""""",Pensacola," FL""""",12953.0,14193.0,LGA,PNS,1063.0,134.0,205.19,AA,0.6966,195.51,AA,0.6966,195.51202131295314193LGAPNS
Table1a,2021.0,3.0,31703.0,33728.0,New York City," NY (Metropolitan Area)""""",Pensacola," FL""""",15070.0,14193.0,SWF,PNS,1063.0,0.0,497.0,AA,1.0,497.0,AA,1.0,497.00202131507014193SWFPNS
Table1a,2021.0,3.0,31703.0,33851.0,New York City," NY (Metropolitan Area)""""",Oklahoma City," OK""""",11618.0,13851.0,EWR,OKC,1381.0,69.0,314.64,UA,0.3538,347.02,AA,0.3491,285.65202131161813851EWROKC
Table1a,2021.0,3.0,31703.0,33851.0,New York City," NY (Metropolitan Area)""""",Oklahoma City," OK""""",12197.0,13851.0,HPN,OKC,1381.0,5.0,307.58,AA,0.66,277.94,AA,0.66,277.94202131219713851HPNOKC
Table1a,2021.0,3.0,31703.0,33851.0,New York City," NY (Metropolitan Area)""""",Oklahoma City," OK""""",12391.0,13851.0,ISP,OKC,1381.0,2.0,332.16,AA,0.5,399.26,WN,0.3889,258.86202131239113851ISPOKC
Table1a,2021.0,3.0,31703.0,33851.0,New York City," NY (Metropolitan Area)""""",Oklahoma City," OK""""",12478.0,13851.0,JFK,OKC,1381.0,32.0,289.96,AA,0.613,278.52,AA,0.613,278.52202131247813851JFKOKC
Table1a,2021.0,3.0,31703.0,33851.0,New York City," NY (Metropolitan Area)""""",Oklahoma City," OK""""",12953.0,13851.0,LGA,OKC,1381.0,119.0,281.06,AA,0.5282,266.62,WN,0.1393,260.86202131295313851LGAOKC
Table1a,2021.0,3.0,31703.0,33851.0,New York City," NY (Metropolitan Area)""""",Oklahoma City," OK""""",15070.0,13851.0,SWF,OKC,1381.0,0.0,371.0,AA,1.0,371.0,AA,1.0,371.00202131507013851SWFOKC
Table1a,2021.0,3.0,31703.0,34027.0,New York City," NY (Metropolitan Area)""""",West Palm Beach/Palm Beach," FL""""",11618.0,14027.0,EWR,PBI,1077.0,1414.0,168.28,UA,0.6846,169.91,B6,0.2979,161.09202131161814027EWRPBI
Table1a,2021.0,3.0,31703.0,34027.0,New York City," NY (Metropolitan Area)""""",West Palm Beach/Palm Beach," FL""""",12197.0,14027.0,HPN,PBI,1077.0,334.0,217.66,B6,0.9596,218.05,AA,0.0153,201.68202131219714027HPNPBI
Table1a,2021.0,3.0,31703.0,34027.0,New York City," NY (Metropolitan Area)""""",West Palm Beach/Palm Beach," FL""""",12391.0,14027.0,ISP,PBI,1077.0,355.0,182.94,WN,0.6801,220.16,F9,0.3095,99.15202131239114027ISPPBI
Table1a,2021.0,3.0,31703.0,34027.0,New York City," NY (Metropolitan Area)""""",West Palm Beach/Palm Beach," FL""""",12478.0,14027.0,JFK,PBI,1077.0,696.0,176.34,B6,0.7568,169.66,B6,0.7568,169.66202131247814027JFKPBI
Table1a,2021.0,3.0,31703.0,34027.0,New York City," NY (Metropolitan Area)""""",West Palm Beach/Palm Beach," FL""""",12953.0,14027.0,LGA,PBI,1077.0,638.0,189.96,DL,0.6145,199.12,B6,0.3422,174.71202131295314027LGAPBI
Table1a,2021.0,3.0,31703.0,34027.0,New York City," NY (Metropolitan Area)""""",West Palm Beach/Palm Beach," FL""""",15070.0,14027.0,SWF,PBI,1077.0,1.0,237.7,AA,1.0,237.7,AA,1.0,237.70202131507014027SWFPBI
Table1a,2021.0,3.0,31703.0,34057.0,New York City," NY (Metropolitan Area)""""",Portland," OR""""",11618.0,14057.0,EWR,PDX,2482.0,599.0,284.0,UA,0.6375,286.09,AS,0.3105,268.78202131161814057EWRPDX
Table1a,2021.0,3.0,31703.0,34057.0,New York City," NY (Metropolitan Area)""""",Portland," OR""""",12197.0,14057.0,HPN,PDX,2482.0,2.0,409.68,DL,0.4545,431.6,UA,0.2273,349.40202131219714057HPNPDX
Table1a,2021.0,3.0,31703.0,34057.0,New York City," NY (Metropolitan Area)""""",Portland," OR""""",12391.0,14057.0,ISP,PDX,2482.0,1.0,302.8,AA,0.8,294.75,AA,0.8,294.75202131239114057ISPPDX
Table1a,2021.0,3.0,31703.0,34057.0,New York City," NY (Metropolitan Area)""""",Portland," OR""""",12478.0,14057.0,JFK,PDX,2482.0,588.0,266.0,B6,0.3698,232.88,B6,0.3698,232.88202131247814057JFKPDX
Table1a,2021.0,3.0,31703.0,34057.0,New York City," NY (Metropolitan Area)""""",Portland," OR""""",12953.0,14057.0,LGA,PDX,2482.0,42.0,370.13,DL,0.3069,522.28,WN,0.1509,236.31202131295314057LGAPDX
Table1a,2021.0,3.0,31703.0,34057.0,New York City," NY (Metropolitan Area)""""",Portland," OR""""",15070.0,14057.0,SWF,PDX,2482.0,0.0,465.0,AA,1.0,465.0,AA,1.0,465.00202131507014057SWFPDX
